ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
ID_3ZTKZXL,2010-08-21,2011-08-20,Female,2,2010-08-21,1,,,,,,CarSafe,0
ID_JHRBWVQ,2010-09-04,2011-07-07,Male,38,2010-09-04,1,Saloon,Black,TOYOTA,,,Car Plus,0
ID_Y6N3XLT,2010-04-22,2011-04-21,Female,39,2010-04-22,1,Saloon,White,TOYOTA,,,Car Classic,1
ID_1CWOBX4,2010-07-04,2011-07-03,Male,48,2010-07-04,1,Saloon,Black,Peugeot,Agege,Lagos,Car Plus,1
ID_C8RF2Z5,2010-03-25,2011-03-24,Male,33,2010-03-25,1,Saloon,Silver,TOYOTA,Isolo,Benue,Car Classic,0
ID_FI0YC0M,2010-08-19,2011-08-18,Male,49,2010-08-19,1,,Black,Range Rover,,,Customized Motor,0
ID_LMTIIC3,2010-06-20,2011-06-19,Male,50,2010-06-20,1,Saloon,,TOYOTA,Ikeja,Lagos,CarSafe,0
ID_D4Q1J2U,2010-08-07,2011-08-06,Male,39,2010-08-07,1,,,,Victoria Island,Lagos,Car Classic,0
ID_KPPT0OW,2010-11-13,2011-11-12,Female,54,2010-11-13,1,,As Attached,Infiniti,Lagos Island,Lagos,Car Classic,0
ID_9WWLC7Z,2010-09-04,2011-09-03,Male,50,2010-09-04,2,Saloon,Black,Mercedes,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_FAE16J6,2010-03-27,2011-03-26,Male,48,2010-03-27,1,JEEP,Black,Lexus,Oshodi-Isolo,Oshodi-Isolo,Customized Motor,0
ID_3P6WW9C,2010-11-12,2011-11-11,Male,45,2010-11-12,2,,,,,,Car Classic,0
ID_HM3OE5Y,2010-09-28,2011-09-27,Male,61,2010-09-28,2,Saloon,Blue,TOYOTA,,,Car Classic,0
ID_T47TF0L,2010-10-26,2011-10-25,Female,1,2010-10-26,1,,,,,,CarSafe,0
ID_3150CQE,2010-10-29,2011-10-28,Male,46,2010-10-29,2,JEEP,,Honda,Ikoyi,Lagos,Car Plus,0
ID_08QV44L,2010-07-24,2011-06-13,Female,34,2010-07-24,1,Bus,Blue,TOYOTA,,,Car Classic,0
ID_HCPKCQH,2010-09-03,2011-02-04,Male,30,2010-09-03,1,,,,Lekki,Lagos,Car Classic,1
ID_ZUOD32T,2010-11-12,2011-09-25,Female,39,2010-11-12,1,JEEP,Gold,Lexus,Oshodi,Lagos,Car Classic,0
ID_0PV6CEI,2010-01-29,2011-01-28,Female,61,2010-01-29,1,JEEP,Black,Ford,,,Car Classic,1
ID_ORRXOVT,2010-12-30,2011-12-29,Male,78,2010-12-30,1,JEEP,Black,Mercedes,Surulere,Lagos,Car Classic,1
ID_2UO5495,2010-08-20,2011-08-19,Female,41,2010-08-20,1,,,,,,CarSafe,0
ID_TMY70DZ,2010-07-02,2011-07-01,Male,31,2010-07-02,1,Saloon,Grey,TOYOTA,,,Car Classic,1
ID_7UHEXAA,2010-08-07,2011-08-06,Male,46,2010-08-07,1,,Black,TOYOTA,Lagos Island,Lagos,Car Classic,0
ID_66U2UOI,2010-07-18,2011-07-17,Male,42,2010-07-18,1,Saloon,,TOYOTA,,,CarSafe,0
ID_TS516XU,2010-04-20,2011-04-19,Male,28,2010-04-20,2,Saloon,Black,TOYOTA,IBADAN NORTH EAST,Oyo,Car Classic,0
ID_HJY69BA,2010-04-18,2011-04-17,NO GENDER,39,2010-04-18,3,,,,Akure,Ondo,Motor Cycle,1
ID_UI65EV3,2010-11-18,2011-11-17,Male,52,2010-11-18,1,,,,,,CarSafe,0
ID_FITLSCH,2010-04-18,2011-04-17,Female,35,2010-04-18,1,Saloon,Gold,TOYOTA,,,Car Classic,1
ID_D2W3WQV,2010-12-06,2011-11-13,Female,53,2010-12-06,1,Saloon,Black,Honda,,,Car Classic,0
ID_UJR28IG,2010-10-17,2011-04-16,Female,50,2010-10-17,1,JEEP,Black,Honda,Ikeja,Lagos,Car Classic,0
ID_1NJUN7A,2010-11-29,2011-11-28,Female,52,2010-11-29,1,JEEP,Green,Hyundai,Eti-Osa,Eti-Osa,Car Classic,0
ID_E49X76G,2010-05-12,2011-04-18,Female,63,2010-05-12,1,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_MCXMNXP,2010-01-15,2011-01-14,Female,50,2010-01-15,1,Saloon,,Honda,Ikeja,Lagos,CarSafe,0
ID_0UM86EF,2010-06-26,2011-06-24,Female,64,2010-06-26,3,JEEP,Black,TOYOTA,Lagos Mainland,Lagos,Car Plus,0
ID_KZGIBO1,2010-05-14,2011-05-13,Female,32,2010-05-14,1,Saloon,Red,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_HL636EU,2010-12-07,2011-12-06,Female,44,2010-12-07,1,Saloon,,TOYOTA,,,CarSafe,0
ID_7VHCJYN,2010-07-08,2011-07-07,Male,46,2010-07-08,1,Saloon,,Lexus,,,CarSafe,0
ID_1P275L5,2010-01-10,2011-01-09,Male,43,2010-01-10,1,Saloon,Red,TOYOTA,Ikorodu,Lagos,Car Classic,1
ID_I11PU03,2010-02-05,2011-02-04,Male,50,2010-02-05,1,Saloon,,TOYOTA,,,CarSafe,0
ID_RR0P2YE,2010-05-08,2011-05-07,Female,52,2010-05-08,1,JEEP,,Honda,,,CarFlex,0
ID_7E84FVU,2010-03-15,2011-01-02,Female,32,2010-03-15,1,Saloon,As Attached,Lexus,Sapele,Delta,Car Classic,0
ID_V01J0YE,2010-10-30,2011-09-25,Male,48,2010-10-30,2,Saloon,Black,Lexus,Kaduna South,Kaduna-South,Car Classic,0
ID_Q087UQX,2010-01-23,2011-01-22,Male,35,2010-01-23,1,Saloon,Red,TOYOTA,Surulere,Lagos,Car Classic,0
ID_QOWUMUJ,2010-07-30,2011-07-29,Male,35,2010-07-30,1,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_2JJE5FZ,2010-12-17,2011-07-25,Female,72,2010-12-17,1,,,,,,Car Classic,0
ID_IIVU3VZ,2010-09-03,2011-09-02,Male,40,2010-09-03,1,,,,,,CarSafe,0
ID_HFTFFSY,2010-10-11,2011-10-10,Male,66,2010-10-11,1,,,,,,CarSafe,0
ID_KTNUHNU,2010-11-26,2011-11-25,Male,35,2010-11-26,1,,,,,,Car Classic,0
ID_J0K8LDW,2010-07-07,2011-07-06,Male,50,2010-07-07,2,Wagon,Green,TOYOTA,,,Car Classic,0
ID_VEZ3T7F,2010-12-03,2011-12-02,Male,45,2010-12-03,2,JEEP,,Mitsubishi,Eti-Osa,Eti-Osa,Customized Motor,0
ID_HFYURJT,2010-06-25,2011-06-24,Female,29,2010-06-25,1,Saloon,,TOYOTA,,,Car Plus,0
ID_FOT2FXD,2010-09-13,2011-09-12,Female,38,2010-09-13,1,Saloon,Silver,TOYOTA,,,Car Classic,0
ID_NWPCQYS,2010-01-04,2011-01-03,Male,47,2010-01-04,1,Saloon,,Hyundai,,,CarSafe,0
ID_8RS19AU,2010-11-01,2011-05-11,Male,33,2010-11-01,2,,,,ISHERI,Benue,Car Classic,0
ID_QY8L19N,2010-02-21,2011-02-20,Female,39,2010-02-21,1,Saloon,Black,Hyundai,,,Car Classic,0
ID_J1SBIF2,2010-09-13,2011-09-12,Male,54,2010-09-13,2,Saloon,,TOYOTA,Warri,Delta,Car Classic,1
ID_21MVAUR,2010-03-27,2011-03-26,Male,36,2010-03-27,1,Saloon,,TOYOTA,Surulere,Lagos,CarSafe,0
ID_K90RO5G,2010-12-22,2011-12-21,Male,42,2010-12-22,1,,,BMW,Ikeja,Lagos,Car Classic,0
ID_ZEGTUR8,2010-07-03,2011-07-01,,38,2010-07-03,1,Saloon,Dark Grey,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_DFBRQ8S,2010-03-14,2011-03-13,Female,43,2010-03-14,1,,As Attached,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_ACHHNHN,2010-06-19,2011-06-18,NOT STATED,40,2010-06-19,1,Saloon,,TOYOTA,,,CarSafe,0
ID_PL44VJF,2010-11-26,2011-11-25,Male,38,2010-11-26,1,,,,,,CarSafe,0
ID_OGNFXN4,2010-02-12,2011-02-10,Male,35,2010-02-12,1,Saloon,,TOYOTA,,,Car Classic,0
ID_Q1PUQM0,2010-07-27,2011-07-26,Male,47,2010-07-27,2,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_RSBQXH4,2010-11-27,2011-11-26,Male,41,2010-11-27,1,JEEP,Green,TOYOTA,Lagos Island,Lagos,Car Classic,0
ID_W64PKN5,2010-02-27,2011-02-26,Joint Gender,34,2010-02-27,1,Saloon,,TOYOTA,,,CarSafe,0
ID_S4YK9HM,2010-01-03,2011-01-02,Male,53,2010-01-03,1,JEEP,Black,TOYOTA,,,Car Classic,0
ID_MZF9895,2010-01-04,2011-01-03,Male,46,2010-01-04,1,Saloon,,TOYOTA,,,CarSafe,0
ID_TMF7VMR,2010-05-07,2011-05-06,Female,35,2010-05-07,2,JEEP,,Honda,,,CarSafe,0
ID_ANYQJRC,2010-01-09,2011-01-08,Male,45,2010-01-09,1,Saloon,,Mercedes,,,CarSafe,0
ID_HHZ243R,2010-06-28,2011-06-27,Male,51,2010-06-28,1,Saloon,Black,Ford,,,Car Classic,0
ID_T18ZV8T,2010-07-24,2011-07-23,Male,42,2010-07-24,3,JEEP,Green,Mercedes,Lagos Mainland,Lagos,Car Classic,1
ID_QGKZ086,2010-04-11,2011-04-10,,72,2010-04-11,1,JEEP,Grey,Honda,Victoria Island,Lagos,Customized Motor,0
ID_IADBOHG,2010-05-12,2011-05-07,Female,28,2010-05-12,1,JEEP,Black,Lexus,,,Car Classic,0
ID_J6P69E3,2010-05-13,2011-03-26,Male,41,2010-05-13,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_6XZ2TO7,2010-03-01,2011-03-01,Male,55,2010-03-01,1,Saloon,,TOYOTA,,,CarSafe,0
ID_UDZ92O6,2010-09-16,2011-04-13,Male,37,2010-09-16,1,,,,,,Car Classic,0
ID_QBX4J87,2010-06-01,2011-05-31,Entity,93,2010-06-01,7,,As Attached,Man,Lagos Island,Lagos,CVTP,0
ID_3CEZFWC,2010-07-29,2011-07-27,Male,41,2010-07-29,1,JEEP,,TOYOTA,Eti-Osa,Eti-Osa,CarSafe,0
ID_UVAFD74,2010-11-25,2011-11-24,Male,43,2010-11-25,1,,,,,,CarSafe,0
ID_V8CPROE,2010-09-18,2011-09-17,Female,2,2010-09-18,1,Saloon,,TOYOTA,,,CarSafe,0
ID_C2TJ750,2010-01-27,2011-01-26,Female,36,2010-01-27,1,JEEP,,Ford,,,CarFlex,0
ID_BM2BNIT,2010-07-08,2011-01-01,Male,46,2010-07-08,1,Saloon,,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,0
ID_DGSCA00,2010-03-28,2011-03-27,Male,35,2010-03-28,1,Saloon,,Honda,,,CarSafe,0
ID_O076SRL,2010-04-30,2011-04-28,Joint Gender,36,2010-04-30,1,Saloon,Gold,TOYOTA,Surulere,Lagos,Car Classic,0
ID_XPE05TL,2010-11-26,2011-11-25,Female,36,2010-11-26,1,,,,,,CarSafe,0
ID_Y3IOGB7,2010-04-08,2011-02-16,Male,34,2010-04-08,1,Saloon,Red,TOYOTA,,,Car Classic,0
ID_UZAZJSX,2010-12-11,2011-12-10,Male,42,2010-12-11,1,,,,,,CarSafe,0
ID_ZOKZKQU,2010-05-23,2011-05-22,Male,50,2010-05-23,3,Saloon,,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_1TS8S86,2010-05-17,2011-05-16,Male,38,2010-05-17,1,JEEP,Black,Lexus,Victoria Island,Lagos,Car Classic,0
ID_R64GA9R,2010-05-02,2011-05-01,Male,44,2010-05-02,1,Saloon,,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,1
ID_C5K15A6,2010-09-02,2011-09-01,Male,27,2010-09-02,1,,,,,,Car Classic,0
ID_3IBWXZE,2010-10-18,2011-01-17,Male,45,2010-10-18,1,,,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_YFD4TPE,2010-10-17,2011-10-16,Male,30,2010-10-17,1,JEEP,,Mercedes,Benin,Edo,Car Classic,1
ID_DEQSNE0,2010-02-01,2011-01-31,Male,80,2010-02-01,2,Saloon,Black,TOYOTA,Warri Central,Warri-Central,Car Classic,0
ID_TOQG8QA,2010-03-07,2011-03-06,Male,35,2010-03-07,1,Saloon,,Honda,,,CarSafe,0
ID_LFUEEHD,2010-07-30,2011-07-29,Joint Gender,38,2010-07-30,1,Saloon,,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_FUS1C5E,2010-10-10,2011-02-14,Female,41,2010-10-10,2,,,,,,Car Classic,0
ID_3J3OCMK,2010-11-21,2011-11-20,Male,60,2010-11-21,1,,,,,,CarSafe,0
ID_08EMHRD,2010-07-23,2011-07-22,Female,37,2010-07-23,1,Saloon,White,TOYOTA,,,Car Classic,0
ID_IX06MZL,2010-03-27,2011-03-26,,120,2010-03-27,1,Saloon,Black,Kia,Victoria Island,Lagos,Customized Motor,0
ID_6K0OL6Y,2010-01-28,2011-01-27,Male,37,2010-01-28,1,Saloon,,TOYOTA,,,CarSafe,0
ID_UUF24MZ,2010-09-13,2011-04-11,Male,31,2010-09-13,1,,,,,,Car Plus,0
ID_L7XNR7Z,2010-10-03,2011-08-01,Female,41,2010-10-03,1,JEEP,Ash,TOYOTA,OGUN,Ogun,Car Classic,0
ID_CG5APBJ,2010-12-03,2011-12-02,Male,41,2010-12-03,1,Saloon,Blue,TOYOTA,Lagos Mainland,Lagos,Car Classic,1
ID_A46L7FK,2010-07-17,2011-07-15,Male,44,2010-07-17,1,JEEP,,Nissan,,,CarSafe,0
ID_EI39JLA,2010-05-21,2011-05-20,Male,38,2010-05-21,1,Saloon,As Attached,TOYOTA,,,Car Classic,0
ID_XTPB694,2010-12-05,2011-12-04,Male,60,2010-12-05,1,,,,,,CarSafe,0
ID_K4RMW9K,2010-12-31,2011-12-30,Female,120,2010-12-31,1,,,Mercedes,Victoria Island,Lagos,Car Classic,1
ID_OH6K30C,2010-03-21,2011-03-20,Male,35,2010-03-21,1,Saloon,,TOYOTA,,,CarSafe,0
ID_K5XV4A0,2010-03-27,2011-03-26,,120,2010-03-27,1,Saloon,Black,Mercedes,Victoria Island,Lagos,Customized Motor,0
ID_3BNUEOV,2010-06-28,2011-06-27,Female,45,2010-06-28,1,Saloon,,TOYOTA,,,CarSafe,0
ID_J1DD86C,2010-01-10,2011-01-09,Female,46,2010-01-10,1,,,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,0
ID_9SH8CZF,2010-10-10,2011-10-08,Male,50,2010-10-10,1,JEEP,,Mercedes,Aba North,Aba-North,Car Classic,0
ID_8Y21O2N,2010-04-12,2011-04-11,Female,33,2010-04-12,1,,,TOYOTA,Shomolu,Benue,Car Classic,0
ID_UUYXWUU,2010-01-11,2011-01-10,Male,41,2010-01-11,1,Saloon,,Honda,,,CarSafe,0
ID_ON9PZ84,2010-09-19,2011-09-18,Male,34,2010-09-19,1,,,,Victoria Island,Lagos,Car Classic,0
ID_ROXWP6L,2010-01-06,2011-01-05,Male,40,2010-01-06,1,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_OCNQIB5,2010-09-26,2011-05-16,Male,50,2010-09-26,1,JEEP,,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_ZNLLMEF,2010-03-26,2011-03-25,Female,1,2010-03-26,1,,Red,Bajaj,Victoria Island,Lagos,Motor Cycle,0
ID_TMOTYDU,2010-06-13,2011-06-12,Female,48,2010-06-13,1,JEEP,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_9PBWZ51,2010-02-08,2011-02-07,Female,50,2010-02-08,2,Saloon,,TOYOTA,Surulere,Lagos,Customized Motor,0
ID_2APSL2N,2010-04-08,2011-04-07,Male,39,2010-04-08,1,Saloon,,Honda,,,CarSafe,0
ID_20GFWO2,2010-01-01,2010-12-31,Joint Gender,44,2010-01-01,1,Saloon,As Attached,Honda,Ikeja,Lagos,Car Classic,0
ID_RP6SI3T,2010-12-18,2011-06-01,Female,38,2010-12-18,1,JEEP,Black,Honda,,,Car Classic,0
ID_2SKRJKI,2010-04-30,2011-04-29,Female,-76,2010-04-30,2,,White,Hyundai,Ilupeju,Lagos,CVTP,0
ID_MTEG69D,2010-10-30,2011-10-29,Male,65,2010-10-30,1,,,,Eti-Osa,Eti-Osa,Car Classic,0
ID_T61OC4T,2010-02-20,2011-02-19,Male,36,2010-02-20,1,JEEP,,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_8CP81AH,2010-11-01,2011-10-30,Male,36,2010-11-01,2,,,,Eti-Osa,Eti-Osa,CarSafe,0
ID_0C6NVMA,2010-02-25,2011-02-24,Female,56,2010-02-25,1,JEEP,,Hyundai,,,CarSafe,0
ID_PJA44TY,2010-07-16,2011-07-15,Male,41,2010-07-16,1,Saloon,,TOYOTA,,,CarSafe,0
ID_XDRCU85,2010-03-11,2011-03-09,Female,55,2010-03-11,1,JEEP,,TOYOTA,,,CarSafe,0
ID_8EQBK6I,2010-09-09,2011-04-29,Male,45,2010-09-09,2,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_BD70ZOE,2010-11-12,2011-11-11,Male,47,2010-11-12,2,,,,,,CarSafe,0
ID_IDA54AG,2010-03-08,2011-03-07,NOT STATED,1,2010-03-08,1,Saloon,,TOYOTA,,,CarSafe,0
ID_VFV0IJT,2010-04-04,2011-01-01,Female,43,2010-04-04,3,,As Attached,Hyundai,Oshimili,Benue,Car Classic,0
ID_IFF6VLD,2010-11-15,2011-11-14,Male,43,2010-11-15,1,JEEP,Black,Lexus,ONIRU,Benue,Car Classic,1
ID_M3OHXBZ,2010-09-10,2011-09-09,,1,2010-09-10,1,,,,Victoria Island,Lagos,Motor Cycle,0
ID_2SDWXIZ,2010-07-10,2011-07-09,Female,81,2010-07-10,2,Saloon,Silver,TOYOTA,Ikoyi,Lagos,Car Classic,0
ID_NQ0XCEH,2010-05-31,2011-05-30,Male,45,2010-05-31,1,Saloon,,TOYOTA,,,CarSafe,0
ID_H2U9BEI,2010-04-02,2011-04-01,Male,43,2010-04-02,1,JEEP,,Lexus,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_CRB7NSB,2010-01-28,2011-01-27,NOT STATED,33,2010-01-28,1,Saloon,,Honda,,,CarSafe,0
ID_J6JMVJF,2010-04-06,2011-04-05,Male,46,2010-04-06,1,JEEP,Grey,BMW,Surulere,Lagos,Car Plus,0
ID_09M1LIC,2010-02-11,2011-02-10,Male,38,2010-02-11,1,Saloon,,TOYOTA,Sapele,Delta,Car Classic,0
ID_3DSHSQ9,2010-01-08,2011-01-07,NOT STATED,40,2010-01-08,1,Saloon,,Honda,,,CarSafe,0
ID_C4IEZ37,2010-11-12,2011-11-04,Male,70,2010-11-12,1,JEEP,Black,Mercedes,Jos South,Jos-South,Car Classic,0
ID_ODPJBJP,2010-07-11,2011-07-10,Male,53,2010-07-11,1,Saloon,,TOYOTA,,,CarSafe,0
ID_C27XBB1,2010-02-28,2011-02-27,Male,40,2010-02-28,1,Saloon,Ash,TOYOTA,Surulere,Lagos,Car Plus,1
ID_G2OZX1H,2010-07-17,2011-07-16,Female,52,2010-07-17,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_O6H0JTG,2010-06-28,2011-06-27,Female,61,2010-06-28,2,Saloon,,TOYOTA,,,CarSafe,0
ID_3IXQLYB,2010-04-18,2011-04-17,Female,39,2010-04-18,1,Saloon,,TOYOTA,,,CarSafe,0
ID_WY15G6D,2010-04-30,2011-04-28,Male,45,2010-04-30,1,JEEP,Black,TOYOTA,Port-Harcourt,Port-Harcourt,Car Classic,1
ID_BL8JWBF,2010-02-21,2011-02-20,Female,32,2010-02-21,1,Saloon,,TOYOTA,,,CarSafe,0
ID_1PVQTBH,2010-01-29,2011-01-28,Male,41,2010-01-29,1,Saloon,,Honda,,,CarSafe,0
ID_WAHY7WZ,2010-12-30,2011-12-29,Male,48,2010-12-30,1,JEEP,Black,ACURA,Shagamu,Ogun,Car Classic,0
ID_Q1Z0LH4,2010-09-03,2011-09-02,Male,37,2010-09-03,1,,,,,,Car Classic,0
ID_560BBCZ,2010-02-26,2011-02-25,Male,42,2010-02-26,1,Saloon,Gold,Lexus,Surulere,Lagos,Car Classic,0
ID_ULJI9D8,2010-08-07,2011-06-17,Male,20,2010-08-07,1,,,Man,Lagos Island,Lagos,CVTP,0
ID_FCFGXZT,2010-01-29,2011-01-28,Male,35,2010-01-29,1,Saloon,,Lexus,,,CarSafe,0
ID_TRN2MJZ,2010-02-19,2011-02-18,Male,36,2010-02-19,1,Saloon,Grey,TOYOTA,Dopemu,Lagos,Car Plus,0
ID_6TQDKC4,2010-12-30,2011-12-29,Female,46,2010-12-30,1,,,,,,CarSafe,0
ID_XDGL24L,2010-10-22,2010-12-31,,38,2010-10-22,1,JEEP,,Porsche,Victoria Island,Lagos,Customized Motor,0
ID_8M3G2A1,2010-01-16,2011-01-15,Male,1,2010-01-16,1,Saloon,,TOYOTA,,,CarSafe,0
ID_DTYVX64,2010-06-24,2011-06-23,Male,50,2010-06-24,1,,As Attached,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_3X9FBFY,2010-10-03,2011-08-01,Female,41,2010-10-03,1,JEEP,Black,TOYOTA,OGUN,Ogun,Car Classic,0
ID_8T4AN71,2010-04-17,2011-04-16,Entity,34,2010-04-17,2,Saloon,White,Kia,Surulere,Lagos,Car Classic,0
ID_2PRT9Z3,2010-11-18,2011-11-17,Female,50,2010-11-18,1,,,,,,Car Classic,0
ID_OCI3HXP,2010-11-01,2011-04-30,Male,34,2010-11-01,1,,,,,,Car Classic,0
ID_GTH9YVC,2010-07-05,2011-07-04,Male,66,2010-07-05,3,Saloon,,Nissan,Uvwie,Benue,CarSafe,0
ID_QIOXNCI,2010-06-18,2011-06-12,Male,34,2010-06-18,1,Saloon,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,1
ID_KH8C67C,2010-07-30,2011-07-29,Joint Gender,38,2010-07-30,1,Saloon,As Attached,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_E1VIE84,2010-08-22,2011-08-21,Male,37,2010-08-22,1,,,,,,CarSafe,0
ID_6KNTXTK,2010-01-16,2011-01-15,Male,34,2010-01-16,2,Saloon,,TOYOTA,,,Car Plus,0
ID_CINZ6TK,2010-04-08,2011-03-25,Male,30,2010-04-08,1,Saloon,Silver,TOYOTA,,,Car Classic,0
ID_ANEBD03,2010-12-20,2011-12-19,Female,36,2010-12-20,1,,,,,,Car Classic,0
ID_WQRYD54,2010-11-06,2011-03-04,Male,12,2010-11-06,2,JEEP,,Range Rover,Lekki,Lagos,Customized Motor,0
ID_P6WI9JF,2010-01-22,2011-01-21,Female,51,2010-01-22,2,,,FOTON,Anthony Village,Lagos,CVTP,0
ID_QVKM8XN,2010-06-14,2011-06-13,Male,1,2010-06-14,1,Saloon,,Hyundai,,,CarSafe,0
ID_TJRCSW2,2010-10-30,2011-10-29,Female,42,2010-10-30,2,JEEP,Black,Nissan,Eti-Osa,Eti-Osa,Car Classic,0
ID_A1DRAVB,2010-02-25,2011-02-24,Female,1,2010-02-25,1,Saloon,Blue,TOYOTA,,,Car Classic,1
ID_J5A0BMC,2010-02-04,2011-02-03,Male,120,2010-02-04,2,,Black,Nissan,Victoria Island,Lagos,Customized Motor,0
ID_EPUV597,2010-03-06,2011-03-05,Male,50,2010-03-06,2,,,Audi,Central,Benue,Car Classic,0
ID_F4FN0JH,2010-12-03,2011-12-02,Male,48,2010-12-03,1,Saloon,Silver,Volkswagen,Eti-Osa,Eti-Osa,Car Classic,0
ID_UVW5S92,2010-02-09,2011-01-21,Male,68,2010-02-09,1,,,TOYOTA,Port Harcourt,Rivers,Car Classic,0
ID_GNEYZU5,2010-12-09,2011-12-08,Male,48,2010-12-09,1,,,,Lagos,Lagos,CVTP,1
ID_FGWW7YA,2010-11-08,2011-11-07,Male,50,2010-11-08,1,,,,,,CarSafe,0
ID_BB8LZC8,2010-06-17,2011-06-16,Male,40,2010-06-17,1,Saloon,,TOYOTA,,,CarSafe,0
ID_FC5MGQ1,2010-12-06,2011-06-05,Male,39,2010-12-06,1,,Blue,Mercedes,Victoria Island,Lagos,Car Classic,0
ID_95EB4F5,2010-07-06,2011-07-05,Male,31,2010-07-06,1,Saloon,,TOYOTA,,,CarFlex,0
ID_C7O8KQN,2010-04-02,2011-04-01,NOT STATED,40,2010-04-02,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LFKJSMP,2010-12-06,2011-06-05,Female,37,2010-12-06,1,JEEP,Black,Lexus,Eti-Osa,Eti-Osa,Car Classic,0
ID_FZ9L553,2010-10-02,2011-10-01,Male,46,2010-10-02,1,,,,,,CarSafe,0
ID_V7E8C71,2010-04-24,2011-02-12,Male,42,2010-04-24,1,Saloon,Red,TOYOTA,Ikorodu,Lagos,Car Classic,1
ID_OW4830V,2010-08-28,2011-08-27,Male,36,2010-08-28,1,,,,,,CarSafe,0
ID_8RYTMSJ,2010-06-11,2011-02-22,Joint Gender,38,2010-06-11,1,,,Lexus,Ikeja,Lagos,Car Classic,0
ID_5HC5EHH,2010-05-31,2011-05-30,Female,33,2010-05-31,1,Saloon,Red,TOYOTA,Oshodi-Isolo,Oshodi-Isolo,Car Classic,1
ID_D6V8EDS,2010-04-16,2011-04-15,Entity,6,2010-04-16,1,Mini Bus,,TOYOTA,Warri,Delta,Car Classic,0
ID_AE3U4I4,2010-01-16,2011-01-15,Female,-5939,2010-01-16,2,,As Attached,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_Q8IFTCJ,2010-10-16,2011-10-15,Male,1,2010-10-16,1,,,,,,CarSafe,0
ID_UO1VXFW,2010-07-11,2011-07-10,Male,41,2010-07-11,1,Saloon,Grey,TOYOTA,OGBA,Lagos,Car Classic,0
ID_53T7PEG,2010-12-28,2011-12-26,Male,33,2010-12-28,1,,,,,,CarSafe,0
ID_21NF3KX,2010-01-07,2011-01-06,Female,32,2010-01-07,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_4197EUD,2010-07-05,2011-07-04,Male,36,2010-07-05,1,Saloon,Blue,TOYOTA,,,Car Classic,0
ID_6BJ06GD,2010-12-08,2011-12-07,Male,38,2010-12-08,1,,,,,,Car Classic,0
ID_Z2M41RP,2010-03-22,2011-03-21,Female,77,2010-03-22,1,Saloon,Blue,Honda,Anthony Village,Lagos,Car Classic,0
ID_ABV5E0U,2010-11-21,2011-11-20,Male,32,2010-11-21,2,Saloon,Black,Honda,Central,Benue,Car Classic,0
ID_U3IPMM6,2010-01-23,2011-01-22,Male,60,2010-01-23,2,JEEP,Black,Kia,Warri,Delta,Car Classic,0
ID_IB6QH8O,2010-08-20,2011-08-19,Entity,10,2010-08-20,3,JEEP,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Plus,1
ID_I5006E2,2010-08-20,2011-08-19,Entity,10,2010-08-20,3,JEEP,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Plus,0
ID_FGEJ6T4,2010-07-15,2011-07-14,Male,39,2010-07-15,1,Saloon,Gold,TOYOTA,,,Car Classic,0
ID_F2A2CYS,2010-12-24,2011-12-23,Male,72,2010-12-24,1,Saloon,,Honda,,,CarSafe,0
ID_NEZ9R86,2010-06-12,2011-06-11,Male,49,2010-06-12,1,Saloon,,TOYOTA,,,CarSafe,0
